SM_SYMBOL_NAME,SEM_SMST_SECURITY_ID
KIRLOSKAR PNEUMATIC COM L,15180
BRIGADE ENTER. LTD,15184
BGR ENERGY SYSTEMS LTD,15193
MANAKSIA LTD.,15199
ARIES AGRO LTD.,15204
INDIA GLYCOLS LTD,1521
PPAP AUTOMOTIVE LIMITED,15213
DHUNSERI VENTURES LIMITED,15214
PATEL INT. LOG. LTD,15219
UJJIVAN SMALL FINANC BANK,15228
AMBIKA COTTON MILL LTD.,15234
ADITYA BIRLA MONEY LTD,15239
KAVVERI DFS & WIR TEC LTD,15248
CEAT LIMITED,15254
RELIANCE POWER LTD.,15259
JKUMAR INFR.LTD.,15266
CORDS CABLE INDUS LTD.,15271
ONMOBILE GLOBAL LTD.,15278
KNR CONSTRU LTD.,15283
QUICKTOUCH TECHNOLOGIES L,15285
HERCULES HOI. LTD.,15288
INDIAN HUME PIPE CO. LTD.,1530
BANG OVERSEAS LTD.,15303
VIRINCHI LIMITED,15304
SEPC LIMITED,15308
IRB INFRA DEV LTD.,15313
NMDC LTD.,15332
RAIN INDUSTRIES LIMITED,15337
SHALIM PAINTS LTD,15342
GSS INFOTECH LIMITED,15347
SADHANA NITROCHEM LIMITED,15349
REC LIMITED,15355
NAHAR CAP & FIN.,15357
V-GUARD IND LTD.,15362
PUDUMJEE PAPER PRO. LTD,15377
MANKIND PHARMA LIMITED,15380
DHANI SERVICES LIMITED,15384
RACE ECO CHAIN LIMITED,15391
EIH ASSOCIATED HOTELS LTD,15399
APCOTEX INDUSTRIES LIMITE,154
ATAM VALVES LIMITED,15404
NESCO LTD.,15409
TITAGARH RAIL SYSTEMS LTD,15414
DPSC LIMITED,15419
ANDHRA CEMENTS LIMITED,15431
DE NEERS TOOLS LIMITED,15449
RKEC PROJECTS LIMITED,1547
HEALTHCARE GLOB. ENT. LTD,15555
AVG LOGISTICS LIMITED,15589
ATAL REALTECH LIMITED,15649
APOLLO HOSPITALS ENTER. L,157
GMM PFAUDLER LIMITED,1570
RAVINDER HEIGHTS LIMITED,1572
POWER INSTRUMENT (G) LTD,15730
GILLETTE INDIA LTD,1576
TARC LIMITED,1581
LATTEYS INDUSTRIES LTD,15840
AURO IMPEX & CHEMICALS L,15869
HINDWARE HME INOVATON LTD,15883
MILTON INDUSTRIES LIMITED,159
MANGALAM GLOBAL ENT LTD,1593
INFOSYS LIMITED,1594
INGERSOLL-RAND INDIA LTD,1597
PRINCE PIPES FITTINGS LTD,16045
GODHA CABCON INSULAT LTD,1610
BHARAT WIRE ROPES LTD.,16123
KRISHCA STRAPPING SLTN L,16133
FAIRCHEM ORGANICS LIMITED,1614
REMUS PHARMACEUTICALS L,16154
PAVNA INDUSTRIES LIMITED,16192
TATA INVESTMENT CORP LTD,1621
INDIAN OIL CORP LTD,1624
INFIBEAM AVENUES LIMITED,16249
LINDE INDIA LIMITED,1627
MRS BECTORS FOOD SPE LTD,1628
APOLLO TYRES LTD,163
ION EXCHANGE (INDIA) LTD,1630
IPCA LABORATORIES LTD,1633
PANACHE DIGILIFE LIMITED,16355
MMP INDUSTRIES LIMITED,16395
CRAYONS ADVERTISING LTD,16419
VASA DENTICITY LIMITED,16454
PROVENTUS AGROCOM LIMITED,16483
INFOLLION RESEARCH SER L,16588
VAISHALI PHARMA LIMITED,16589
ANDHRA PAPER LIMITED,166
ITC LTD,1660
SUNDROP BRANDS LIMITED,1663
KIRI INDUSTRIES LIMITED,16639
ANIK INDUSTRIES LTD,16657
SIGMA SOLVE LIMITED,16658
BAJAJ AUTO LIMITED,16669
BAJAJ FINSERV LTD.,16675
PTC INDUSTRIES LIMITED,16682
DIGISPICE TECHNOLOGIES LT,16687
GHCL TEXTILES LIMITED,16696
GOKUL REFOILS & SOLV LTD,16705
SAHANA SYSTEM LIMITED,16711
UNITED BREWERIES LTD,16713
ALMONDZ GLOBAL SEC LTD,16719
H.G.INFRA ENGINEERING LTD,1672
RPG LIFE SCIENCES LTD,16725
M K PROTEINS LIMITED,16736
ITI LTD,1675
KORE DIGITAL LIMITED,16758
GE VERNOVA T&D INDIA LTD,16783
ARCHIDPLY IND. LTD,16795
IVP LTD,1681
LOTUS EYE HOSP & INST L,16811
VINYL CHEMICALS (I) LTD.,16821
IKIO TECHNOLOGIES LIMITED,16822
KOKUYO CAMLIN LIMITED,16827
SINDHU TRADE LINKS LTD,16859
LANDMARK PR.DEV.CO.LTD,16863
SPECTRUM TALENT MGMT LTD,16876
URBAN ENVIRO WASTE MGMT L,16888
D P WIRES LIMITED,16900
TOUCHWOOD ENTERTAIN LTD.,16908
ARTEMIS MED SERVICE LTD,16913
ZF COM VE CTR SYS IND LTD,16915
20 MICRONS LTD,16921
JOCIL LIMITED,16927
INDBANK MERCH BANK,16933
ASHOKA METCAST LIMITED,16943
CELL POINT (INDIA) LTD,16950
VILIN BIO MED LIMITED,16954
ALKALI METALS LTD,16959
AATMAJ HEALTHCARE LIMITED,16961
COUNTRY CONDO S LIMITED,16986
TEAMO PRODUCTIONS HQ LTD,16996
MAWANA SUGARS LIMITED,17022
PATANJALI FOODS LIMITED,17029
THYROCARE TECH LTD,17032
HMA AGRO INDUSTRIES LTD,17053
PALRED TECHNOLOGIES LTD,17062
URAVI DEFENCE &TECH LTD,17071
ESSEN SPECIALITY FILMS L,17084
MAGSON RETAIL AND DIST L,17088
GREENCHEF APPLIANCES LTD,17092
CROMPT GREA CON ELEC LTD,17094
SUMITOMO CHEM INDIA LTD,17105
PARAG MILK FOODS LTD.,17130
PENTAGON RUBBER LIMITED,17132
IDEAFORGE TECHNO LTD,17140
AARTECH SOLONICS LIMITED,17145
GLOBAL PET INDUSTRIES LTD,17167
SHRIRAM PIST. & RING LTD,17186
CYIENT DLM LIMITED,17187
PAKKA LIMITED,17197
JAYSHREE TEA & INDUSTRIES,1720
SYNOPTICS TECHNOLOGIES L,17203
TRIDHYA TECH LIMITED,17210
ALBERT DAVID LIMITED,17256
J B CHEMICALS AND PHARMA,1726
ARMAN FIN SERV LTD,17263
ASPINWALL & CO LTD,17270
SENCO GOLD LIMITED,17271
BLS INTL SERVS LTD,17279
NAGARJUN FERT AND CHE LTD,17295
AJMERA REALTY & INF I LTD,17307
LLOYDS METALS N ENERGY L,17313
MAHINDRA HOLIDAYS LTD,17333
SALONA COTSPIN LTD.,17351
GKW LIMITED,17357
UTKARSH SMALL FIN BANK L,17358
VINATI ORGANICS LTD,17364
DRONE DESTINATION LIMITED,17372
EXCEL REALTY N INFRA LTD,17380
ADANI POWER LTD,17388
PREMIER EXPLOSIVES LTD,17397
SERVICE CARE LIMITED,17399
NHPC LTD,17400
GLOBUS SPIRITS LTD,17424
NETWEB TECH INDIA LTD,17433
OIL INDIA LTD,17438
CONTROL PRINT LIMITED,17477
EXPLEO SOLUTIONS LIMITED,17486
INCREDIBLE INDUSTRIES LTD,17507
SETCO AUTOMOTIVE LTD,17514
RATTANINDIA POWER LIMITED,17520
MAHAMAYA STEEL INDS LTD,17527
MAHANAGAR GAS LTD.,17534
DAMODAR INDUSTRIES LTD,17541
AMRUTAJAN HEALTH LTD,17547
JINDAL POLY FILMS LIMITED,1756
ASSO ALCOHOLS & BREW LTD,17598
MAHINDRA EPC IRRIG LTD,17603
MOLD-TEK TECHNOLOGIES LTD,17625
YASONS CHEMEX CARE LTD,17627
ZYDUS WELLNESS LIMITED,17635
SUNTECK REALTY LIMITED,17641
POKARNA LIMITED,17651
UNIVERSUS IMAGINGS LTD,17661
ALOK INDUSTRIES LIMITED,17675
SHRI TECHTEX LIMITED,17684
GPT INFRAPROJECTS LTD,17685
VIJI FINANCE LIMITED,17695
QUESS CORP LIMITED,17704
DEN NETWORKS LTD,17722
ASTEC LIFESCIENCES LTD,17728
BAFNA PHARMACEUTICALS LTD,17735
YATHARTH HOSP & TRA C S L,17738
NIIT LEARNING SYSTEMS LTD,17747
SHILPA MEDICARE LTD,17752
SARDA ENERGY & MIN LTD,17758
REFEX INDUSTRIES LIMITED,17764
ZEAL GLOBAL SERVICES LTD,17766
THE GROB TEA COMPANY LTD,17770
ALLCARGO TERMINALS LTD,17778
KKV AGRO POWERS LTD.,17781
SOMI CONVEYOR BELT. LTD.,17794
TRANSINDIA REAL ESTATE L,17795
LLOYDS ENGG WORK LIMITED,17801
LTIMINDTREE LIMITED,17818
KANPUR PLASTIPACK LIMITED,1782
AHLUWALIA CONT IND LTD,17833
GILLANDERS ARBUTHNOT LTD,17839
D-LINK INDIA LTD,17851
REDTAPE LIMITED,17859
JSW ENERGY LIMITED,17869
GODREJ PROPERTIES LTD,17875
D.B.CORP LTD,17881
ORIANA POWER LIMITED,17882
GACM TECHNOLOGIES LIMITED,17888
VINSYS IT SERVICES IND LT,17898
ABBOTT INDIA LIMITED,17903
HOUSING DEV & INFRA LTD,17920
GEEKAY WIRES LIMITED,17922
BAYER CROPSCIENCE LTD,17927
BEARDSELL LIMITED,17933
HINDUSTAN COPPER LTD,17939
COHANCE LIFESCIENCES LTD,17945
MMTC LIMITED,17957
NESTLE INDIA LIMITED,17963
ANTONY WASTE HDG CELL LTD,1797
SBI CARDS & PAY SER LTD,17971
TRF LIMITED,17987
UNITED NILGIRI TEA LTD,17999
WHIRLPOOL OF INDIA LTD,18011
VL E GOV AND IT SOL LTD,18012
JYOTI STRUCTURES LTD,1802
SBFC FINANCE LIMITED,18026
MBL INFRASTRUCTURE LTD,18029
SANGANI HOSPITALS LIMITED,18035
ADVANCED ENZYME TECH LTD,18039
YUDIZ SOLUTIONS LIMITED,18040
KABRA EXTRUSION TECHNIK L,1805
MINDTECK (INDIA) LIMITED,18053
SRIVARI SPICES N FOODS L,18056
CONCORD BIOTECH LIMITED,18060
KAJARIA CERAMICS LTD,1808
DILIP BUILDCON LIMITED,18086
JUBILANT FOODWORKS LTD,18096
RAJDARSHAN INDUSTRIES LTD,181
KAKATIYA CEM SUGAR &IND L,1811
VASCON ENGINEERS LTD,18110
THANGAMAYIL JEWELLERY LTD,18118
SRG HOUSING FINANCE L,18119
VALOR ESTATE LIMITED,18124
YASHO INDUSTRIES LIMITED,18131
DOLPHIN OFF ENT (IND) L,18139
KALPATARU PROJECT INT LTD,1814
EMMBI INDUSTRIES LIMITED,18142
JIO FIN SERVICES LTD,18143
TVS SUPPLY CHAIN SOL L,18151
HATHWAY CABLE & DATACOM,18154
ORIENT PRESS LIMITED,18208
TEXMO PIPE & PRODUCTS LTD,18214
KIRLOSKAR ELECTRIC CO LTD,18220
MAN INFRA LTD,18226
LORDS CHLORO ALKALI LTD,18235
PYRAMID TECHNOPLAST LTD,18250
S. P. APPARELS LIMITED,18252
KAMAT HOTELS (I) LTD,1826
CROP LIFE SCIENCE LIMITED,18260
SUNGARNER ENERGIES LTD,18264
AEROFLEX INDUSTRIES LTD,18268
LG BALAKRISHNAN & BROS,18321
VISHNU PRAKASH R PUNGLI L,18341
KANORIA CHEMICALS & INDUS,1835
SANDUR MANG & IRON ORES L,18359
PERSISTENT SYSTEMS LTD,18365
NAGA DHUNSERI GROUP LTD,18371
C P S SHAPERS LIMITED,18372
KARUR VYSYA BANK LTD,1838
RBL BANK LIMITED,18391
MONO PHARMACARE LIMITED,18392
TCPL PACKAGING LIMITED,184
KCP LTD,1841
RISHABH INSTRUMENTS LTD,18419
ASIAN HOTELS (NORTH) LTD,18422
RATNAVEER PRECISION ENG L,18423
BIGBLOC CONSTRUCTION LTD,18431
BASILIC FLY STUDIO LTD,18442
HITACHI ENERGY INDIA LTD,18457
INTRASOFT TECH. LTD,18479
SAB EVENTS & GOVERNANCE,18501
TV VISION LIMITED,18504
SAROJA PHARMA INDUS IND L,18513
PRAMARA PROMOTIONS LTD,18514
CUPID LIMITED,18520
DIAMOND POWER INFRA LTD,18543
JUPITER LIFE LINE HOSP L,18553
JIWANRAM SHEODUTTRA IND L,18558
MITTAL LIFE STYLE LIMITED,18562
L&T TECHNOLOGY SER. LTD.,18564
R R KABEL LIMITED,18566
GNA AXLES LIMITED,18571
KIRLOSKAR BROTHERS LTD,18581
UNIHEALTH HOSPITALS LTD,18582
KESORAM INDUSTRIES LTD,1859
EMS LIMITED,18593
ZAGGLE PREPA OCEAN SER L,18608
SAMHI HOTELS LIMITED,18614
DIAMINES & CHEMICALS LTD,18644
HOLMARC OPTO MECHATRO L,18649
ICICI PRU LIFE INS CO LTD,18652
CHAVDA INFRA LIMITED,18654
MARATHON NXTGEN REALT LTD,18659
HPL ELECTRIC & POWER LTD,18679
AVSL INDUSTRIES LIMITED,18693
JET KNITWEARS LTD.,18700
KUNDAN EDIFICE LIMITED,18708
NUVAMA WEALTH MANAGE LTD,18721
MASK INVESTMENTS LIMITED,18727
MADHUSUDAN MASALA LIMITED,18728
GRETEX INDUSTRIES LTD.,18741
SIGNATUREGLOBAL INDIA LTD,18743
KODY TECHNOLAB LIMITED,18751
SAI SILKS (KALAMANDIR) L,18755
YATRA ONLINE LIMITED,18760
AURANGABAD DISTILLERY LTD,18762
DHANUKA REALTY LIMITED,18769
MARCO CABLE & CONDUCTOR L,18773
CARYSIL LIMITED,1879
HI GREEN CARBON LIMITED,18794
CELLECOR GADGETS LIMITED,18806
GLOBE INTL CARRIERS LTD,18815
ENDURANCE TECHNO. LTD.,18822
TARAPUR TRANSFORMERS LTD,18827
NIRAJ ISPAT IND LTD,18840
VERTOZ LIMITED,18863
MAZDA LIMITED,18866
SJVN LTD,18883
KALYANI STEELS LIMITED,18889
PNB HOUSING FIN LTD.,18908
VARUN BEVERAGES LIMITED,18921
SUNDARAM MULTI PAP LTD,18931
KINGFA SCI & TEC IND LTD.,18948
RAJRATAN GLOBAL WIRE LTD,18962
KAPSTON SERVICES LIMITED,18967
UNIVASTU INDIA LIMITED,18977
STYRENIX PERFORMANCE LTD,19
CUMMINS INDIA LTD,1901
MASTER COMPONENTS LIMITED,19011
MANOJ VAIBHAV GEM N JEW L,19015
JSW INFRASTRUCTURE LTD,19020
KIRLOSKAR INDUSTRIES LTD,19025
PODDAR PIGMENTS LIMITED,19036
MANAPPURAM FINANCE LTD,19061
AARVI ENCON LIMITED,19073
SILLY MONKS ENTERTAIN LTD,19097
ROLLATAINERS LIMITED,19104
N.B.I. IND. FIN. CO. LTD,19111
SAAKSHI MEDTEC N PANELS L,19112
UPDATER SERVICES LIMITED,19113
KIOCL LIMITED,19126
MANGALAM ALLOYS LIMITED,19134
DIGIKORE STUDIOS LIMITED,19138
USHA MARTIN EDU & SOL LTD,19142
INSPIRE FILMS LIMITED,19154
NEWJAISA TECHNOLOGIES LTD,19161
SHEELA FOAM LIMITED,19184
KOPRAN LTD,1919
TILAKNAGAR INDUSTRIES LTD,19196
HEADS UP VENTURES LIMITED,19205
VINYAS INNOVATIVE TECH L,19206
HINDUSTAN MEDIA VENT LTD,19211
VALIANT LABORATORIES LTD,19218
KOTAK MAHINDRA BANK LTD,1922
TCI EXPRESS LIMITED,19223
WEALTH FRST PORT. MG. LTD,1923
AARTI SURFACTANTS LIMITED,19233
LAURUS LABS LIMITED,19234
INDIAN METALS & FERRO,19235
ARABIAN PETROLEUM LIMITED,19253
BLISS GVS PHARMA LTD,19265
E FACTOR EXPERIENCES LTD,19267
EMAMI REALTY LIMITED,19277
THEJO ENGINEERING LIMITED,19279
KONTOR SPACE LIMITED,19287
TERA SOFTWARE LIMITED,19296
INDIA TOUR. DEV. CO. LTD.,19299
ARVIND LIMITED,193
VISHNUSURYA PROJ N INFR L,19300
HISAR METAL IND. LIMITED,19322
PROLIFE INDUSTRIES LTD,19352
GOYAL SALT LIMITED,19356
CANARYS AUTOMATIONS LTD,19368
KREBS BIOCHEMICALS & IND,1937
SPACENET ENTERS IND LTD,19372
ONECLICK LOGISTICS IND L,19386
BOROSIL LIMITED,19401
ROSSARI BIOTECH LIMITED,19410
ASIAN HOTELS (EAST) LTD,19438
CAPITAL TRUST LIMITED,19447
PLAZA WIRES LIMITED,19458
KARNIKA INDUSTRIES LTD,19465
SHARP CHUCKS N MACHINES L,19469
KSB LIMITED,1949
PLADA INFOTECH SERVICES L,19492
SECMARK CONSULTANCY LTD,19496
TWAMEV CONS AND INFRA LTD,19501
COMMITTED CARGO CARE LTD,19516
INDUSTRIAL INV TRUST LTD,19525
BAJAJ CONSUMER CARE LTD,19531
BHANDARI HOSIERY EXP LTD,19556
THE UGAR SUGAR WORKS LTD,19578
ARVIND PORT AND INFRA LTD,19579
BSE LIMITED,19585
IRM ENERGY LIMITED,19597
PRAKASH STEELAGE LTD,19599
WOMANCART LIMITED,19627
PRICOL LIMITED,19631
TRENT LTD,1964
MAX ESTATES LIMITED,19646
KALYANI COMMERCIALS LTD,19653
COMPUAGE INFOCOM LTD,19670
ANSAL PROP & INFRA LTD,19677
RAJGOR CASTOR DERIVATI L,19681
BLUE JET HEALTHCARE LTD,19686
ON DOOR CONCEPTS LIMITED,19692
JITF INFRALOGISTICS LTD,19695
HMT LTD -,19698
GUJARAT PIPAVAV PORT LTD,19731
SHANTHALA FMCG PRODUCTS L,19752
ADF FOODS LIMITED,19761
PARAGON FINE S.C. LTD.,19779
MUFIN GREEN FINANCE LTD,19783
LMW LIMITED,1979
CELLO WORLD LIMITED,19795
TRANSTEEL SEATING TECH L,19801
WELSPUN INV & COMM LTD,19804
MAITREYA MEDICARE LIMITED,19809
HONASA CONSUMER LIMITED,19813
SAR TELEVENTURE LIMITED,19863
AMINES & PLASTICIZERS LTD,19867
LAXMI GOLDORNA HOUSE LTD,19876
MUSIC BROADCAST LIMITED,19877
ESAF SMALL FINANCE BANK L,19878
MICROPRO SOFTWARE SOL L,19887
MAS FINANCIAL SERV LTD,199
AVENUE SUPERMARTS LIMITED,19913
ORISSA MIN DEV CO LTD,19931
KILITCH DRUGS INDIA LTD,19937
LIBERTY SHOES LTD,1994
DEEPAK NITRITE LTD,19943
LIC HOUSING FINANCE LTD,1997
AHLADA ENGINEERS LIMITED,2004
SASTASUNDAR VENTURES LTD,20063
INTENSE TECHNOLOGIES LTD,20077
CP CAPITAL LIMITED,20086
TASTY BITE EATABLES LTD,20092
UNITED DRILLING TOOLS LTD,201
ORIENT GREEN POWER CO LTD,20110
RAMKY INFRA LTD,20134
BABA FOOD PROCESSING,20141
ASK AUTOMOTIVE LIMITED,20152
ARIHANT SUPERSTRUCT LTD,20159
CANTABIL RETAIL LTD,20160
ROX HI TECH LIMITED,20167
AKSHARCHEM INDIA LIMITED,20178
LUMAX INDUSTRIES LTD,2018
ASHOKA BUILDCON LTD,20182
VA TECH WABAG LTD,20188
BEDMUTHA INDUST LTD,20196
URJA GLOBAL LIMITED,20203
SUNREST LIFESCIENCE LTD,20213
JUPITER WAGONS LIMITED,20224
CL EDUCATE LIMITED,20233
OBEROI REALTY LIMITED,20242
INDIAN RENEWABLE ENERGY,20261
LYKA LABS LTD,2028
ROCKINGDEALS CIRCU ECO L,20289
INDIAN RAILWAY FIN CORP L,2029
TATA TECHNOLOGIES LIMITED,20293
SHAH METACORP LIMITED,20296
ASHAPURA MINECHEM LTD,203
PRESTIGE ESTATE LTD,20302
GANDHAR OIL REFINE IND L,20303
MAHINDRA & MAHINDRA LTD,2031
N R AGARWAL INDS LTD,20314
FEDBANK FINANCIAL SER L,20322
RESPONSIVE INDUSTRIES LTD,20323
CAPRI GLOBAL CAPITAL LTD,20329
SHANKARA BLDG PRODUCT LTD,20337
FLAIR WRITING INDUST LTD,20372
COAL INDIA LTD,20374
NET AVENUE TECHNOLOGIES L,20406
MARINETRANS INDIA LIMITED,20410
IOL CHEM AND PHARMA LTD,20413
SHEETAL UNIVERSAL LIMITED,20415
NACL INDUSTRIES LIMITED,20429
THE RAMCO CEMENTS LIMITED,2043
GRAPHISADS LIMITED,20454
ANJANI PORTLAND CEM LTD,20457
INDIGO PAINTS LIMITED,2048
THE WESTERN INDIA PLY LTD,20481
CHENNAI PETROLEUM CORP LT,2049
ACCENT MICROCELL LIMITED,20496
PRESSTONIC ENGINEERING L,20498
ASL INDUSTRIES LIMITED,20503
PRUDENTIAL SUGAR CORPORAT,20527
BAJEL PROJECTS LIMITED,20531
GRAVITA INDIA LIMITED,20534
S J LOGISTICS (INDIA) LTD,20542
DOMS INDUSTRIES LIMITED,20551
INDIA SHELTER FIN CORP L,20556
HOME FIRST FIN CO IND LTD,2056
DOLLAR INDUSTRIES LIMITED,20560
ASHIMA LTD,206
SHREE OSFM E-MOBILITY LTD,20603
INOX INDIA LIMITED,20607
SUPERHOUSE LIMITED,20616
PENNAR INDUSTRIES LTD,20621
JINDAL WORLDWIDE LTD,20642
S CHAND AND COMPANY LTD,20698
VARDHMAN TEXTILES LIMITED,2073
R.P.P INFRA PROJECTS LTD,20760
JAMNA AUTO IND LTD,20778
MOTISONS JEWELLERS LTD,20788
SUMEET IND LIMITED,20794
BHAGYANAGAR INDIA LIMITED,20799
SURAJ ESTATE DEVELOPERS L,20822
HSG & URBAN DEV CORPN LTD,20825
MOIL LIMITED,20830
MUTHOOT MICROFIN LIMITED,20831
MAHARASHTRA SCOOTERS LTD,2085
ZEE LEARN LIMITED,20852
HAPPY FORGINGS LIMITED,20854
RBZ JEWELLERS LIMITED,20874
PSP PROJECTS LIMITED,20877
CREDO BRANDS MARKETING L,20878
MAHARASHTRA SEAMLESS LTD,2088
ELECTRO FORCE (INDIA) LTD,20899
AZAD ENGINEERING LIMITED,20905
A2Z INFRA ENGINEERING LTD,20910
JALAN TRANSOLU. INDIA LTD,20929
KIRLOSKAR OIL ENG LTD,20936
RAVI KUMAR DIST. LTD.,20950
SUNDARAM CLAYTON LIMITED,20956
VADIVARHE SPCLTY CHEM LTD,20973
PUNJAB & SIND BANK,21001
FUTURE MKT NETWORKS LTD,21017
MANGALAM CEMENT LTD,2106
INDIFRA LIMITED,21061
INNOVA CAPTAB LIMITED,21062
SUPREME POWER EQUIPMENT L,21067
STOVE KRAFT LIMITED,2107
SURANA SOLAR LIMITED,21077
TRIDENT TECHLABS LIMITED,21078
STAR CEMENT LIMITED,21091
SHEKHAWATI INDUSTRIES LTD,21095
SAMEERA AGRO AND INFRA L,21096
HRH NEXT SERVICES LIMITED,21107
BF INVESTMENT LIMITED,21113
KALYANI INVEST CO LTD,21119
MARAL OVERSEAS LTD,2112
AKANKSHA POWER N INFRA L,21121
TEJAS NETWORKS LIMITED,21131
ERIS LIFESCIENCES LIMITED,21154
KAY CEE ENERGY & INFRA L,21173
CENTRAL DEPO SER (I) LTD,21174
KAUSHALYA LOGISTICS LTD,21186
GTPL HATHWAY LIMITED,21195
ASHOK LEYLAND LTD,212
ACCORD SYNERGY LIMITED,21217
AU SMALL FINANCE BANK LTD,21238
MASTEK LTD,2124
DIGIDRIVE DISTRIBUTORS L,21247
TRANSWIND INFRA LIMITED,21260
SUMMIT SECURITIES LTD,21275
DYNEMIC PRODUCTS LIMITED,21314
MARVEL DECOR LIMITED,2132
JYOTI CNC AUTOMATION LTD,21334
STEEL EXCHANGE INDIA LTD,21339
IBL FINANCE LIMITED,21348
SALASAR TECHNO ENGG. LTD.,21362
PALASH SECURITIES LTD,21383
MAGADH SUGAR & ENERGY LTD,21392
GANGES SECURITIES LIMITED,21399
AVADH SUG & ENERGY LTD,21406
MAX FINANCIAL SERV LTD,2142
THE INVEST TRUST OF IND L,21427
BHARAT DYNAMICS LIMITED,2144
AUSTRALIAN PREM SOLAR I L,21451
OPTIEMUS INFRACOM LTD,21469
STEL HOLDINGS LIMITED,21484
SIS LIMITED,21501
COCHIN SHIPYARD LIMITED,21508
SMS LIFESCIENCES (I) LTD,21551
COMMERCIAL SYN BAGS LTD,21578
ADITYA BIRLA CAPITAL LTD.,21614
APEX FROZEN FOODS LIMITED,21623
HINDUSTAN MOTORS LIMITED,21676
RAJNANDINI METAL LIMITED,2168
BHARAT ROAD NETWORK LTD,21683
DIXON TECHNO (INDIA) LTD,21690
MAXPOSURE LIMITED,21691
MANAV INFRA PROJECTS LTD,21697
DISHMAN CARBO AMCIS LTD,21704
MEDI ASSIST HEALTH SER L,21705
LASA SUPERGENERICS LTD,21723
MATRIMONY.COM LIMITED,21726
RELIANCE HOME FINANCE LTD,21737
CHOLAMANDALAM FIN HOL LTD,21740
CAPACITE INFRAPROJECT LTD,21749
AKG EXIM LIMITED,2176
ICICI LOMBARD GIC LIMITED,21770
M P TODAY MEDIA LIMITED,21793
DAVANGERE SUGAR COMPANY L,21794
SBI LIFE INSURANCE CO LTD,21808
BOSCH LIMITED,2181
CADSYS (INDIA) LIMITED,21823
TEXMACO RAIL & ENG. LTD.,21828
SUNDARAM FINANCE HOLD LTD,2183
PRATAAP SNACKS LIMITED,21840
SHREE TIRUPATI BALAJEE,21868
GENERIC ENG CONS PROJ LTD,2188
HFCL LIMITED,21951
IND TERRAIN FASHIONS LTD,21957
ACC LIMITED,22
INDIAN ENERGY EXC LTD,220
DHUNSERI INVESTMENTS LTD,22233
NDR AUTO COMPONENTS LTD,22255
WORTH PERIPHERALS LIMITED,22277
TIRUPATI FORGE LIMITED,22282
MODI RUBBER LTD,2229
MACPOWER CNC MACHINES LTD,22347
MADHAV COPPER LIMITED,22360
MAX HEALTHCARE INS LTD,22377
MODERN THREADS INDIA LTD,2241
LOVABLE LINGERIE LTD,22415
TOTAL TRANSPORT SYS LTD,22423
MAX INDIA LIMITED,22428
EPACK DURABLE LIMITED,22463
ADDICTIVE LEARNING TECH L,22468
KONSTELEC ENGINEERS LTD,22472
NOVA AGRITECH LIMITED,22477
FONEBOX RETAIL LIMITED,22517
DELAPLEX LIMITED,22527
DOCMODE HEALTH TECH LTD,22533
PENINSULA LAND LIMITED,2256
MEGATHERM INDUCTION LTD,22560
BLS E-SERVICES LIMITED,22566
BAWEJA STUDIOS LIMITED,22571
MOREPEN LAB. LTD,2259
PTC INDIA FIN SERV LTD,22602
BANDHAN BANK LIMITED,2263
ITALIAN EDIBLES LIMITED,22645
PARKHOTELS,22649
SIGNPOST INDIA LIMITED,22656
JANA SMALL FIN BANK LTD,22663
RASHI PERIPHERALS LIMITED,22670
CAPITAL SMALL FIN BANK L,22675
MOTOR & GENERAL FINANCE L,2268
ALPEX SOLAR LIMITED,22688
POLYSIL IRRIGATION SYST L,22714
ENTERO HEALTHCARE SOLU L,22717
